Name,Country,Current_rapid_rating,Highest_rapid_rating,Rapid_win,Rapid_draw,Rapid_loss,Current_blitz_rating,Highest_blitz_rating,Blitz_win,Blitz_draw,Blitz_loss,Wins_online,Draws_online,Losses_online
"Delgado, Aryam Abreu",United States,2612.0,2612.0,6.0,0.0,0.0,2659.0,2727.0,797.0,147.0,744.0,47.4,8.68,43.92
"Keene, Raymond",United Kingdom,,,,,,,,,,,,,
"Sumiya, Bilguun",Mongolia,2365.0,2640.0,9.0,6.0,8.0,2703.0,2769.0,45.0,11.0,27.0,50.94,16.04,33.02
"Bryakin, Mikhail",Serbia,2516.0,2521.0,23.0,6.0,1.0,2704.0,2905.0,3086.0,900.0,2236.0,49.73,14.49,35.78
"jaracz, pawel",Poland,2157.0,2157.0,1.0,0.0,0.0,2716.0,2811.0,3956.0,551.0,3618.0,48.7,6.78,44.52
"Matinian, Nikita",International,2420.0,2504.0,96.0,32.0,96.0,2705.0,2794.0,2519.0,483.0,2238.0,47.86,9.43,42.72
"Golubka, Petro",Ukraine,2119.0,2192.0,3.0,2.0,4.0,2746.0,2769.0,2177.0,664.0,1846.0,46.42,14.18,39.4
"Marcelin, Cyril",Austria,,,,,,2552.0,2622.0,148.0,23.0,122.0,,,
"Rotstein, Arkadij",Germany,,,,,,2604.0,2649.0,347.0,47.0,186.0,,,
"Gonzalez, Renier",United States,2525.0,2598.0,7.0,2.0,0.0,2792.0,2792.0,243.0,20.0,101.0,67.02,5.9,27.08
"Hungaski, Robert",United States,,,,,,2352.0,2430.0,28.0,4.0,16.0,,,
"Hansen, Torbjorn Ringdal",Norway,2322.0,2451.0,37.0,2.0,1.0,2520.0,2553.0,481.0,48.0,335.0,57.3,5.53,37.17
"Vila, Andres Rodriguez",Uruguay,2457.0,2537.0,14.0,2.0,3.0,2370.0,2479.0,44.0,4.0,22.0,65.17,6.74,28.09
"Kaufman, Larry",United States,2262.0,2382.0,50.0,12.0,33.0,2177.0,2398.0,131.0,34.0,83.0,52.77,13.41,33.82
,United States,2668.0,2774.0,82.0,25.0,26.0,2637.0,2790.0,8182.0,2730.0,7851.0,43.73,14.58,41.69
"Dardha, Daniel",Belgium,2448.0,2505.0,20.0,5.0,9.0,2869.0,3051.0,1606.0,493.0,1228.0,48.38,14.82,36.8
"Chabanon, Jean-Luc",France,2344.0,2344.0,24.0,2.0,2.0,2542.0,2542.0,14.0,1.0,1.0,86.36,6.82,6.82
"Sheng, Joshua",United States,2583.0,2905.0,20.0,7.0,5.0,2852.0,2978.0,2424.0,256.0,1070.0,64.62,6.95,28.42
"Fernandez, Daniel",United States,2366.0,2440.0,21.0,2.0,2.0,2726.0,2847.0,255.0,38.0,154.0,58.47,8.47,33.05
"Huy, Nguyen Van",Vietnam,2728.0,2728.0,7.0,0.0,0.0,2759.0,2832.0,2574.0,402.0,1761.0,54.41,8.47,37.12
"Barua, Dibyendu",India,,,,,,2417.0,2504.0,32.0,4.0,14.0,,,
"Hayrapetyan, Hovik",Armenia,,,,,,2761.0,2870.0,630.0,94.0,454.0,,,
"Hoffmann, Michael",Dominican Republic,2319.0,2319.0,2.0,0.0,0.0,2777.0,2787.0,2847.0,641.0,1641.0,55.53,12.49,31.98
"Harutjunyan, Gevorg",Armenia,2231.0,2527.0,5.0,1.0,5.0,2836.0,2923.0,1661.0,301.0,1166.0,53.07,9.62,37.3
"Erdoğdu, Mert",Turkey,2385.0,2468.0,12.0,3.0,7.0,2790.0,2804.0,5127.0,975.0,5299.0,44.99,8.56,46.45
"Kantsler, Boris",Israel,,,,,,,,,,,,,
,Kazakhstan,1798.0,2100.0,10.0,0.0,6.0,2488.0,2679.0,2284.0,429.0,1726.0,51.49,9.63,38.88
"Kidambi, Sundararajan",India,1982.0,2021.0,1.0,8.0,1.0,2339.0,2354.0,30.0,2.0,6.0,64.58,20.83,14.58
"Harutjunyan, Gevorg",Armenia,,,,,,2667.0,2667.0,466.0,72.0,300.0,,,
"Pikula, Dejan",Serbia,2220.0,2337.0,3.0,1.0,2.0,2639.0,2649.0,496.0,74.0,184.0,65.66,9.87,24.47
"Matjushin, Gennady",Ukraine,,,,,,2718.0,2760.0,10.0,2.0,1.0,,,
"Darini, Pouria",Iran,2445.0,2482.0,29.0,23.0,29.0,2703.0,2799.0,1535.0,297.0,1335.0,48.15,9.85,42.0
"Bagaturov, Giorgi",Georgia,,,,,,2502.0,2559.0,617.0,123.0,371.0,,,
"Gunina, Valentina",Russia,2305.0,2621.0,10.0,1.0,8.0,2700.0,2863.0,537.0,79.0,273.0,60.24,8.81,30.95
"Andreev, Eduard",Ukraine,2375.0,2633.0,4.0,2.0,3.0,2597.0,2620.0,301.0,61.0,243.0,49.67,10.26,40.07
"Iuldachev, Saidali",Uzbekistan,2396.0,2415.0,13.0,3.0,1.0,2455.0,2678.0,94.0,16.0,44.0,62.57,11.11,26.32
,Latvia,,,,,,1941.0,2504.0,2.0,0.0,3.0,,,
"Harutjunyan, Gevorg",Armenia,,,,,,2772.0,2893.0,450.0,69.0,272.0,,,
"Petkov, Momchil",Bulgaria,2442.0,2454.0,25.0,0.0,6.0,2758.0,2826.0,4391.0,706.0,4874.0,44.15,7.06,48.79
"Velicka, Petr",Czech Republic,,,,,,2377.0,2439.0,80.0,22.0,37.0,,,
"Bajarani, Ulvi",United States,2540.0,2593.0,5.0,3.0,1.0,2712.0,3045.0,310.0,81.0,187.0,53.66,14.31,32.03
"Vokarev, Sergey",Russia,2268.0,2268.0,3.0,1.0,0.0,2614.0,2656.0,1326.0,424.0,1242.0,44.36,14.19,41.46
"Hambleton, Aman",Canada,2379.0,2695.0,38.0,1.0,7.0,2796.0,2899.0,10698.0,1040.0,4528.0,65.82,6.38,27.8
"Потапов, Александр",Russia,2359.0,2479.0,12.0,7.0,8.0,2359.0,2589.0,510.0,57.0,213.0,64.68,7.93,27.39
"Gadimbayli, Abdulla",Azerbaijan,2555.0,2677.0,30.0,25.0,12.0,2836.0,2982.0,1198.0,313.0,850.0,50.58,13.92,35.5
"RAJARAM, LAXMAN",India,2374.0,2737.0,100.0,31.0,20.0,2761.0,2913.0,2147.0,415.0,1092.0,59.05,11.72,29.22
"Elina, Danielian",Armenia,2277.0,2549.0,8.0,1.0,8.0,2547.0,2714.0,8193.0,1202.0,8439.0,45.94,6.74,47.32
"Ginsburg, Gennadi",Germany,,,,,,2506.0,2506.0,24.0,3.0,17.0,,,
"Bykhovsky, Avigdor",Israel,2474.0,2500.0,25.0,2.0,6.0,2133.0,2493.0,1828.0,119.0,714.0,68.78,4.49,26.73
"Kosanovic, Goran",Serbia,2290.0,2345.0,10.0,1.0,4.0,2561.0,2699.0,337.0,39.0,201.0,58.61,6.76,34.63
"Haub, Thorsten Michael",Germany,2239.0,2537.0,199.0,13.0,21.0,2466.0,2584.0,1838.0,182.0,427.0,76.01,7.28,16.72
"Lalic, Bogdan",England,2315.0,2534.0,598.0,63.0,23.0,2432.0,2472.0,918.0,136.0,80.0,83.39,10.95,5.67
"Ivanov, Mikhail",Serbia,1934.0,2200.0,75.0,50.0,8.0,2089.0,2209.0,367.0,60.0,266.0,53.51,13.32,33.17
"Kaufman, Larry",United States,,,,,,,,,,,,,
"Markosyan, David",Russia,2373.0,2373.0,109.0,12.0,64.0,2579.0,2642.0,3949.0,898.0,3729.0,46.32,10.39,43.29
"Подольченко, Евгений",Belarus,2661.0,2661.0,1.0,0.0,0.0,2661.0,2672.0,74.0,4.0,44.0,60.98,3.25,35.77
"Ibrayev, Nurlan",Kazakhstan,,,,,,2565.0,2662.0,2024.0,290.0,1203.0,,,
"Kekelidze, Mikheil",Georgia,2393.0,,0.0,1.0,0.0,2657.0,2703.0,3250.0,351.0,2361.0,54.5,5.9,39.59
"Raetsky, Alexander",Russia,,,,,,2372.0,2372.0,1095.0,160.0,1033.0,,,
,Hungary,2127.0,2127.0,1.0,0.0,0.0,2618.0,2657.0,141.0,17.0,79.0,59.66,7.14,33.19
"Arakhamia-Grant, Ketevan",Scotland,2373.0,2411.0,42.0,5.0,8.0,2325.0,2500.0,431.0,43.0,433.0,49.17,4.99,45.84
"Evgeny, Sharapov",Ukraine,2412.0,2491.0,12.0,14.0,19.0,2540.0,2600.0,408.0,195.0,283.0,45.11,22.45,32.44
"Komliakov, Viktor",Russia,2400.0,2400.0,8.0,1.0,3.0,2508.0,2508.0,80.0,3.0,24.0,73.95,3.36,22.69
"Legky, Nicolay",Ukraine,,,,,,,,,,,,,
"Sharapov, Evgeny",Ukraine,1902.0,2333.0,9.0,3.0,4.0,2329.0,2460.0,842.0,260.0,586.0,49.94,15.43,34.62
"Okhotnik, Vladimir",France,1734.0,1945.0,8.0,0.0,4.0,2436.0,2633.0,13224.0,1841.0,11120.0,50.51,7.03,42.46
"&Oslash;gaard, Leif",Norway,2543.0,2543.0,32.0,1.0,9.0,2358.0,2480.0,1100.0,107.0,711.0,57.76,5.51,36.73
"Bjerre, Jonas",Denmark,2461.0,2551.0,35.0,15.0,11.0,2889.0,2952.0,1405.0,410.0,1437.0,43.47,12.83,43.71
"RoyChowdhury, Saptarshi",India,,,,,,2475.0,2663.0,1203.0,175.0,908.0,,,
"Ree, Hans",Netherlands,,,,,,,,,,,,,
"Jonkman, Harmen",Netherlands,2166.0,2261.0,5.0,1.0,16.0,2414.0,2539.0,37.0,9.0,40.0,38.89,9.26,51.85
,Russia,2448.0,2432.0,6.0,2.0,6.0,2520.0,2520.0,639.0,148.0,556.0,47.53,11.05,41.41
"Abbasifar, Hassan",Iran,2079.0,2200.0,1.0,0.0,2.0,2269.0,2302.0,24.0,0.0,3.0,83.33,0.0,16.67
"Rodriguez, Luis Manuel Perez",Cuba,2395.0,2493.0,7.0,9.0,7.0,2593.0,2603.0,369.0,66.0,365.0,45.69,9.11,45.2
"Bazar, Khatanbaatar",Mongolia,2022.0,2162.0,5.0,1.0,3.0,2785.0,2829.0,22668.0,5277.0,19695.0,47.58,11.08,41.34
"khatib, Ahmad Al",Jordan,2103.0,2175.0,46.0,8.0,21.0,2408.0,2533.0,325.0,28.0,137.0,65.66,6.37,27.96
,China,2414.0,2792.0,5.0,8.0,5.0,2888.0,2924.0,3990.0,726.0,3009.0,51.59,9.48,38.93
,Sweden,2263.0,2414.0,24.0,7.0,13.0,2355.0,2407.0,1622.0,271.0,1104.0,54.13,9.14,36.73
"Dastan, Batuhan",Turkey,2572.0,2572.0,1.0,0.0,0.0,2889.0,2931.0,1846.0,343.0,785.0,62.08,11.53,26.39
"Firman, Nazar",Ukraine,,,,,,2509.0,2651.0,322.0,42.0,336.0,,,
"Burmakin, Vladimir",Russia,703.0,,0.0,0.0,6.0,2656.0,2763.0,7806.0,3179.0,9297.0,38.48,15.67,45.85
,France,,,,,,2687.0,2778.0,474.0,66.0,340.0,,,
,India,,,,,,2335.0,2335.0,1.0,1.0,4.0,,,
,Philippines,,,,,,2862.0,2961.0,212.0,35.0,154.0,,,
"Leniart, Arek",Poland,2360.0,2440.0,8.0,6.0,3.0,2546.0,2602.0,155.0,21.0,81.0,59.49,9.85,30.66
,Vietnam,,,,,,2768.0,2882.0,47.0,6.0,34.0,,,
"Cvitan, Ognjen",Croatia,,,,,,2739.0,2977.0,19.0,3.0,8.0,,,
,United States,,,,,,,,,,,,,
"Santiago, Yago De Moura",Brazil,2316.0,2498.0,2.0,0.0,4.0,2564.0,2841.0,2472.0,458.0,2294.0,47.3,8.76,43.94
"Blomqvist, Erik",Sweden,2376.0,2711.0,18.0,19.0,18.0,2547.0,2646.0,196.0,27.0,147.0,50.35,10.82,38.82
"Guliyev, Namig",France,2486.0,2572.0,15.0,4.0,17.0,2803.0,2996.0,2903.0,421.0,1998.0,54.46,7.93,37.61
,Czech Republic,2680.0,2752.0,2.0,1.0,0.0,2586.0,2604.0,44.0,2.0,6.0,83.64,5.45,10.91
"Lie, Kjetil",Norway,2596.0,2653.0,1.0,1.0,3.0,2777.0,2825.0,1234.0,263.0,1207.0,45.59,9.75,44.67
"Kondylev, ",United Arab Emirates,2027.0,2027.0,7.0,0.0,0.0,2867.0,2867.0,231.0,23.0,94.0,67.04,6.48,26.48
"Chakkravarthy, Deepan",India,,,,,,2703.0,2815.0,1806.0,496.0,2297.0,,,
"Master, Endgame",Poland,,,,,,2458.0,2561.0,271.0,51.0,189.0,,,
"Sanikidze, Tornike",Georgia,2115.0,2252.0,2.0,0.0,2.0,2766.0,2768.0,92.0,22.0,32.0,62.67,14.67,22.67
"Timofeev, Artem",Russia,2388.0,2681.0,9.0,9.0,6.0,2839.0,2938.0,1078.0,327.0,441.0,58.13,17.97,23.9
,Sweden,2455.0,2481.0,39.0,24.0,22.0,2477.0,2477.0,13.0,6.0,4.0,48.15,27.78,24.07
"Huzman, Alex",Israel,,,,,,2693.0,2812.0,55.0,16.0,32.0,,,
,Croatia,,,,,,2543.0,2742.0,4652.0,708.0,3886.0,,,
"Thipsay, Praveen",India,1900.0,2192.0,11.0,0.0,9.0,2610.0,2610.0,104.0,26.0,76.0,50.88,11.5,37.61
,Armenia,2482.0,2764.0,3.0,2.0,4.0,2790.0,2813.0,262.0,48.0,183.0,52.79,9.96,37.25
,Netherlands,,,,,,,,,,,,,
,United States,2128.0,2128.0,2.0,0.0,0.0,2377.0,2546.0,13931.0,1464.0,10723.0,53.34,5.6,41.05
"Someone, ",India,,,,,,2665.0,2676.0,29.0,4.0,13.0,,,
"Gujrathi, Vidit",India,2470.0,2470.0,2.0,1.0,1.0,3026.0,3024.0,322.0,60.0,127.0,63.16,11.89,24.95
,Greece,1400.0,1482.0,22.0,12.0,13.0,2694.0,2785.0,1778.0,356.0,874.0,58.92,12.05,29.03
"Zamora, Juan Carlos Gonzalez",Mexico,2539.0,2586.0,26.0,3.0,8.0,2450.0,2553.0,105.0,7.0,39.0,69.68,5.32,25.0
"Martínez, José",Spain,2400.0,1933.0,9.0,2.0,1.0,2544.0,2834.0,30.0,7.0,26.0,52.0,12.0,36.0
"L&oacute;pez, Jos&eacute; Manuel",Spain,,,,,,2375.0,2502.0,4.0,1.0,6.0,,,
"Hao, Wang",China,,,,,,,,,,,,,
,Spain,,,,,,,,,,,,,
"Rogozenco, Dorian",Germany,,,,,,,,,,,,,
,India,2478.0,2505.0,2.0,0.0,2.0,2776.0,2791.0,263.0,47.0,240.0,47.83,8.48,43.68
,International,,,,,,2678.0,2701.0,155.0,13.0,49.0,,,
,United States,,,,,,3109.0,3170.0,827.0,259.0,422.0,,,
"Notkevich, Benjamin Arvola",Norway,2008.0,2180.0,1.0,1.0,3.0,2572.0,2707.0,151.0,25.0,100.0,54.09,9.25,36.65
,England,,,,,,2403.0,2403.0,1.0,0.0,0.0,,,
"Lobron, Eric",Germany,2408.0,2408.0,1.0,0.0,0.0,2748.0,2820.0,6350.0,898.0,5573.0,49.53,7.0,43.46
"Lautier, Joel",France,2653.0,2653.0,5.0,1.0,0.0,2482.0,,0.0,0.0,2.0,62.5,12.5,25.0
"Murali, Karthikeyan",India,2606.0,2711.0,19.0,16.0,11.0,2863.0,2890.0,543.0,57.0,265.0,61.69,8.01,30.3
,India,2632.0,2632.0,14.0,0.0,0.0,2865.0,2961.0,87.0,6.0,49.0,64.74,3.85,31.41
,United States,,,,,,2790.0,2973.0,256.0,22.0,138.0,,,
,Hungary,,,,,,2071.0,2227.0,4.0,1.0,4.0,,,
"Bocharov, Dmitriy",Russia,2307.0,2517.0,5.0,3.0,1.0,2761.0,2919.0,2423.0,375.0,1692.0,53.97,8.4,37.63
"Jojua, Davit",Georgia,2471.0,2713.0,13.0,4.0,6.0,2694.0,2846.0,68.0,18.0,26.0,60.0,16.3,23.7
,Ireland,,,,,,,,,,,,,
"Boros, Denes",United States,2587.0,2587.0,1.0,0.0,0.0,2898.0,2925.0,3219.0,409.0,1937.0,57.85,7.35,34.8
"Gomez, John Paul",Philippines,2195.0,2538.0,78.0,43.0,20.0,2520.0,2587.0,68.0,29.0,21.0,56.37,27.8,15.83
,Philippines,,,,,,,,,,,,,
"Peralta, Fernando",Argentina,2536.0,2694.0,7.0,5.0,4.0,2540.0,2551.0,43.0,5.0,3.0,74.63,14.93,10.45
,Hungary,,,,,,2493.0,2635.0,3225.0,419.0,2643.0,,,
"Markus, Robert",Serbia,,,,,,2084.0,,0.0,1.0,0.0,,,
,United States,2477.0,2468.0,86.0,11.0,16.0,2933.0,2947.0,268.0,55.0,94.0,66.79,12.45,20.75
"RAJARAM, LAXMAN",India,,,,,,2071.0,2071.0,6.0,0.0,0.0,,,
"AL, A.A",Qatar,2638.0,2702.0,1088.0,196.0,489.0,2630.0,2634.0,200.0,9.0,77.0,62.55,9.96,27.49
,Russia,,,,,,3006.0,3006.0,328.0,33.0,118.0,,,
"Chithambaram, Aravindh",India,2780.0,2842.0,21.0,4.0,6.0,2946.0,2952.0,674.0,111.0,310.0,61.72,10.21,28.06
"Morozevich, Alexander",Russia,,,,,,2738.0,2759.0,227.0,69.0,151.0,,,
"Artemiev, Vladislav",Russia,,,,,,2722.0,2808.0,689.0,100.0,350.0,,,
"Millien, Stanley",United States,1319.0,1371.0,2.0,0.0,1.0,,,,,,,,
"Wely, Loek van",Netherlands,,,,,,,,,,,,,
"Yudasin, Leonid",United States,2494.0,2613.0,26.0,0.0,7.0,2273.0,2343.0,39.0,6.0,27.0,61.9,5.71,32.38
"Dreev, Alexey",Russia,2644.0,2685.0,52.0,59.0,62.0,2867.0,2950.0,171.0,33.0,65.0,50.45,20.81,28.73
,United States,2469.0,2469.0,2.0,1.0,0.0,2091.0,2417.0,37575.0,2863.0,31979.0,51.89,3.95,44.16
"Fedorov, Alexei",Belarus,2374.0,2438.0,8.0,7.0,9.0,2609.0,2616.0,245.0,56.0,87.0,61.41,15.29,23.3
"Glud, Jakob Vang",Denmark,,,,,,2537.0,2640.0,466.0,86.0,324.0,,,
"Tikkanen, Hans",Sweden,1517.0,1517.0,2.0,0.0,0.0,2483.0,2525.0,133.0,19.0,59.0,63.38,8.92,27.7
"Vescovi, Giovanni",Brazil,,,,,,2390.0,2390.0,6.0,0.0,0.0,,,
"Yu, Ruiyuan",China,2300.0,2526.0,111.0,65.0,108.0,1863.0,1870.0,16.0,0.0,4.0,41.78,21.38,36.84
,Czech Republic,2465.0,2669.0,38.0,3.0,4.0,2570.0,2750.0,4409.0,1107.0,3437.0,49.42,12.34,38.24
"Rogovskyi, Vladimir",Ukraine,,,,,,2321.0,2321.0,464.0,13.0,105.0,,,
"Repka, Christopher",Slovakia,2387.0,2490.0,37.0,8.0,12.0,2735.0,2739.0,40.0,14.0,20.0,58.78,16.79,24.43
"Paravyan, David",Russia,2627.0,2975.0,143.0,120.0,91.0,3039.0,3132.0,6102.0,2088.0,3579.0,51.51,18.21,30.27
,Germany,,,,,,2567.0,2580.0,1119.0,74.0,554.0,,,
"pandian, karthikeyan",India,,,,,,2723.0,2746.0,724.0,94.0,654.0,,,
"Tkachiev, Vladislav",Russia,,,,,,2039.0,2079.0,13.0,0.0,1.0,,,
,United States,2255.0,,0.0,0.0,1.0,2740.0,2862.0,53.0,9.0,34.0,54.64,9.28,36.08
"Kunte, Abhijeet",India,2579.0,2579.0,4.0,0.0,0.0,2314.0,2362.0,35.0,5.0,23.0,58.21,7.46,34.33
,India,2759.0,2759.0,1.0,0.0,0.0,2913.0,2934.0,87.0,9.0,33.0,67.69,6.92,25.38
"Ferreira, Jorge",Portugal,,,,,,2737.0,2834.0,1470.0,228.0,1011.0,,,
,United States,,,,,,2923.0,2960.0,75.0,13.0,35.0,,,
,Russia,2217.0,2432.0,1.0,0.0,1.0,2713.0,2772.0,1231.0,224.0,1170.0,46.9,8.53,44.58
"Ga, Stany",India,2365.0,2623.0,25.0,2.0,12.0,2605.0,2793.0,343.0,55.0,192.0,58.51,9.06,32.43
,Spain,,,,,,,,,,,,,
,Argentina,2504.0,2504.0,3.0,2.0,1.0,2273.0,2588.0,4.0,1.0,6.0,41.18,17.65,41.18
,Ukraine,,,,,,2692.0,2841.0,3090.0,388.0,2250.0,,,
"Seirawan, Yasser",United States,,,,,,2667.0,2667.0,246.0,31.0,151.0,,,
,United Kingdom,2068.0,2068.0,1.0,0.0,0.0,2401.0,2541.0,9.0,1.0,7.0,55.56,5.56,38.89
,British Virgin Islands,,,,,,2815.0,2845.0,36.0,7.0,27.0,,,
,Spain,,,,,,2690.0,2721.0,82.0,10.0,51.0,,,
"Kanarek, Marcel",Poland,,,,,,1886.0,1886.0,2.0,0.0,0.0,,,
"Akobian, Varuzhan",United States,2522.0,2662.0,1.0,1.0,4.0,2701.0,2873.0,409.0,100.0,288.0,51.06,12.58,36.36
,Germany,,,,,,2273.0,2762.0,27.0,4.0,26.0,,,
,United States,,,,,,,,,,,,,
"Hao, Wang",China,2688.0,2788.0,7.0,4.0,5.0,,,,,,,,
"Pogoryelov, Ruslan",Spain,,,,,,2047.0,2204.0,4.0,1.0,6.0,,,
"Jirovsky, Milos",Czech Republic,1971.0,2550.0,1.0,1.0,4.0,2530.0,2692.0,381.0,72.0,235.0,55.04,10.52,34.44
,Serbia,,,,,,2812.0,2971.0,10.0,8.0,8.0,,,
,France,2440.0,2532.0,4.0,2.0,2.0,2448.0,2562.0,200.0,39.0,157.0,50.5,10.15,39.36
"Charbonneau, Pascal",United States,,,,,,2762.0,2797.0,180.0,33.0,100.0,,,
"Vera, Reinaldo",Cuba,2300.0,2300.0,2.0,0.0,0.0,2227.0,2332.0,171.0,11.0,146.0,52.42,3.33,44.24
,American Samoa,,,,,,2877.0,2891.0,440.0,130.0,370.0,,,
"Felgaer, Ruben",Argentina,2526.0,2647.0,9.0,1.0,4.0,2728.0,2805.0,537.0,158.0,501.0,45.12,13.14,41.74
,United States,,,,,,,,,,,,,
"Mogranzini, Roberto",Italy,2083.0,2203.0,25.0,3.0,10.0,2623.0,2696.0,4892.0,1032.0,5136.0,44.31,9.33,46.37
,Russia,,,,,,2827.0,2915.0,336.0,95.0,327.0,,,
"Mamedyarov, Shakhriyar",United States,,,,,,2814.0,2814.0,1.0,0.0,0.0,,,
,United States,,,,,,,,,,,,,
"Pavasovic, Dusko",Slovenia,,,,,,2511.0,2511.0,93.0,12.0,82.0,,,
,India,2400.0,1412.0,1.0,0.0,0.0,2814.0,2887.0,2100.0,766.0,2323.0,40.48,14.76,44.76
"Spoelman, Wouter",Netherlands,2442.0,2586.0,1.0,3.0,0.0,2565.0,2721.0,70.0,5.0,49.0,55.47,6.25,38.28
,United States,,,,,,,,,,,,,
,Czech Republic,,,,,,2138.0,2493.0,182.0,33.0,181.0,,,
"Volokitin, Andrei",Ukraine,2455.0,2918.0,9.0,8.0,19.0,,,,,,,,
,France,,,,,,2974.0,2981.0,112.0,16.0,41.0,,,
"Dragnev, Valentin",Austria,2522.0,2772.0,2.0,4.0,3.0,2812.0,2903.0,758.0,192.0,640.0,47.53,12.26,40.21
"Miralles, Gilles",France,2252.0,2379.0,7.0,0.0,1.0,2493.0,2536.0,180.0,19.0,62.0,69.52,7.06,23.42
,United States,,,,,,3065.0,3120.0,981.0,384.0,738.0,,,
,Argentina,2022.0,2356.0,1.0,1.0,2.0,2579.0,2582.0,484.0,64.0,231.0,61.94,8.3,29.76
"Aagaard, Jacob",Scotland,2067.0,2122.0,9.0,3.0,4.0,2404.0,2468.0,29.0,3.0,16.0,59.38,9.38,31.25
"Gelashvili, Tamaz",United States,,,,,,,,,,,,,
,Ukraine,,,,,,2754.0,2842.0,203.0,45.0,96.0,,,
"Pultinevičius, Paulius",Lithuania,2081.0,2081.0,31.0,1.0,1.0,2772.0,3014.0,1987.0,334.0,1562.0,51.53,8.55,39.91
"Aghamaliyev, Cemil",Turkey,918.0,,0.0,0.0,2.0,2791.0,2898.0,7742.0,829.0,7516.0,48.12,5.15,46.73
"Maletin, Pavel",Russia,,,,,,2857.0,2917.0,574.0,117.0,338.0,,,
,Romania,2337.0,2415.0,2.0,5.0,1.0,2457.0,2621.0,309.0,55.0,215.0,52.98,10.22,36.8
"Miron, Lucian-Costin",Romania,2360.0,2460.0,10.0,9.0,7.0,2630.0,2723.0,712.0,84.0,396.0,59.28,7.64,33.09
,Spain,,,,,,2400.0,2400.0,1.0,0.0,0.0,,,
"Leko, Peter",Hungary,2679.0,2679.0,2.0,1.0,5.0,2719.0,2719.0,4.0,2.0,8.0,27.27,13.64,59.09
,United Kingdom,,,,,,2562.0,2686.0,23.0,3.0,10.0,,,
"Antoniewski, Rafał",Poland,,,,,,2633.0,2633.0,93.0,14.0,48.0,,,
"Zhao, Xue",China,2419.0,2425.0,17.0,4.0,8.0,2543.0,2752.0,1416.0,190.0,1442.0,46.57,6.3,47.12
,Italy,,,,,,2623.0,2586.0,34.0,3.0,9.0,,,
"Aronian, Levon",Armenia,2754.0,2879.0,6.0,4.0,1.0,,,,,,,,
"Timman, Jan",Netherlands,,,,,,,,,,,,,
,Argentina,1598.0,,0.0,0.0,1.0,2580.0,2730.0,626.0,136.0,604.0,45.79,9.95,44.26
"Kazhgaleyev, Murtas",Kazakhstan,2342.0,2594.0,6.0,11.0,4.0,2649.0,2683.0,120.0,19.0,57.0,58.06,13.82,28.11
,Serbia,1224.0,1443.0,39.0,12.0,6.0,2690.0,2811.0,5857.0,1485.0,6433.0,42.63,10.82,46.55
,United States,2351.0,,0.0,1.0,0.0,2707.0,2784.0,8.0,2.0,6.0,47.06,17.65,35.29
,Georgia,,,,,,,,,,,,,
,India,,,,,,2741.0,2749.0,81.0,10.0,35.0,,,
,Belgium,2281.0,2281.0,43.0,1.0,8.0,,,,,,,,
,United States,,,,,,3223.0,3194.0,440.0,53.0,171.0,,,
"Bezold, Michael",Germany,2385.0,2487.0,2.0,1.0,5.0,2633.0,2708.0,51.0,8.0,28.0,55.79,9.47,34.74
,Spain,,,,,,2912.0,2952.0,9.0,0.0,2.0,,,
,Azerbaijan,,,,,,2612.0,2612.0,20.0,1.0,5.0,,,
,Denmark,,,,,,2509.0,2732.0,396.0,90.0,228.0,,,
"Marius, Manolache",Romania,1768.0,2281.0,31.0,14.0,8.0,2736.0,2792.0,5547.0,1098.0,5321.0,46.41,9.25,44.34
"Slipak, Sergio",Argentina,1952.0,1964.0,15.0,2.0,1.0,2292.0,2325.0,27.0,6.0,12.0,66.67,12.7,20.63
,Poland,1369.0,2500.0,7.0,1.0,7.0,2597.0,2800.0,307.0,66.0,234.0,50.48,10.77,38.75
"Miezis, Normunds",Latvia,2404.0,2678.0,1.0,0.0,2.0,2208.0,,0.0,1.0,1.0,20.0,20.0,60.0
"Hesham, Abdelrahman",Egypt,2309.0,,0.0,1.0,2.0,2746.0,2754.0,151.0,15.0,91.0,58.08,6.15,35.77
"Tomczak, Jacek",Poland,2626.0,2626.0,1.0,0.0,1.0,2863.0,2918.0,581.0,148.0,290.0,57.0,14.5,28.5
"dizdarevic, emir",Bosnia-Herzegovina,1091.0,,0.0,0.0,1.0,2665.0,2669.0,2997.0,396.0,2280.0,52.82,6.98,40.2
"Bacrot, Etienne",France,2467.0,2807.0,20.0,12.0,28.0,2845.0,2955.0,962.0,135.0,468.0,60.43,9.05,30.52
,Canada,,,,,,3019.0,3019.0,435.0,97.0,441.0,,,
"Zambrana, Osvaldo",Bolivia,2364.0,2649.0,10.0,9.0,10.0,2447.0,2538.0,39.0,4.0,27.0,49.49,13.13,37.37
,Slovakia,,,,,,2529.0,2536.0,16.0,1.0,7.0,,,
,United States,,,,,,2925.0,2927.0,349.0,39.0,137.0,,,
,United States,,,,,,,,,,,,,
"liuyuanzhanfu, ",China,,,,,,2901.0,2901.0,1358.0,326.0,932.0,,,
,United States,,,,,,2759.0,2759.0,35.0,3.0,23.0,,,
"Tomashevsky, Evgeny",Russia,2542.0,2832.0,17.0,18.0,17.0,2988.0,2988.0,672.0,249.0,382.0,50.85,19.7,29.45
